                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                  0.389,                0.33111,                0.95939,                0.98225,                0.98119,                0.99363,                 0.9695,                0.27833,                0.22979,                0.86186,              0.0069706,              0.0069706,              0.0069706
                    155,                0.41457,                0.32678,                0.97291,                0.96436,                0.98507,                0.99212,                0.96399,                0.28006,                 0.2371,                0.85986,              0.0069508,              0.0069508,              0.0069508
                    156,                0.39965,                0.31774,                0.96638,                0.98232,                0.98206,                0.98937,                0.96321,                0.26828,                  0.222,                0.85406,               0.006931,               0.006931,               0.006931
                    157,                0.38226,                0.32808,                0.95803,                0.96778,                0.99698,                0.99241,                0.96954,                 0.2636,                0.21487,                0.84952,              0.0069112,              0.0069112,              0.0069112
                    158,                 0.4017,                0.31963,                 0.9764,                0.98074,                 0.9832,                0.99096,                0.96376,                0.27359,                0.22189,                0.85849,              0.0068914,              0.0068914,              0.0068914
                    159,                0.37495,                0.31062,                0.94504,                0.97385,                0.98273,                0.99313,                0.96569,                 0.2845,                0.22132,                0.86369,              0.0068716,              0.0068716,              0.0068716
                    160,                0.38232,                0.31661,                0.95694,                 0.9894,                0.97324,                0.99251,                 0.9642,                0.27671,                0.21489,                0.85687,              0.0068518,              0.0068518,              0.0068518
                    161,                0.37942,                0.31856,                0.96263,                0.97827,                0.98694,                0.99339,                0.96079,                0.28242,                0.21331,                0.86224,               0.006832,               0.006832,               0.006832
                    162,                0.40428,                0.33891,                0.97595,                0.98896,                 0.9808,                0.99363,                0.96995,                0.27539,                0.20834,                0.86072,              0.0068122,              0.0068122,              0.0068122
                    163,                0.39001,                0.32082,                0.96665,                0.97767,                0.98879,                0.99314,                0.96775,                0.26906,                0.21373,                0.85295,              0.0067924,              0.0067924,              0.0067924
                    164,                0.38907,                0.32985,                0.95607,                0.97758,                0.99369,                0.99337,                0.96723,                0.27128,                0.22207,                0.85333,              0.0067726,              0.0067726,              0.0067726
                    165,                 0.3733,                0.31503,                0.94891,                0.97442,                0.99136,                0.99374,                0.96691,                0.28236,                0.22099,                0.86009,              0.0067528,              0.0067528,              0.0067528
                    166,                0.37913,                0.33838,                0.95381,                0.98117,                0.98357,                0.99316,                0.96933,                0.27138,                0.21591,                 0.8523,               0.006733,               0.006733,               0.006733
                    167,                 0.3927,                0.33189,                 0.9607,                0.99659,                0.97042,                0.99365,                0.97353,                0.26629,                0.21609,                0.85026,              0.0067132,              0.0067132,              0.0067132
                    168,                0.37568,                0.32511,                0.95997,                0.99318,                0.96911,                0.99367,                0.97147,                0.27357,                0.22359,                0.85994,              0.0066934,              0.0066934,              0.0066934
                    169,                0.39708,                0.32797,                  0.975,                0.97935,                0.98328,                0.99359,                0.94464,                0.33729,                0.27272,                0.92718,              0.0066736,              0.0066736,              0.0066736
                    170,                0.38527,                0.31249,                0.95752,                 0.9825,                0.98024,                0.99353,                0.96816,                0.27462,                0.21552,                0.85985,              0.0066538,              0.0066538,              0.0066538
                    171,                0.37376,                0.31097,                0.94893,                0.97795,                0.98771,                0.99313,                0.96673,                0.27728,                0.21271,                0.85845,               0.006634,               0.006634,               0.006634
                    172,                0.38286,                0.32569,                0.95875,                0.99262,                0.97206,                0.99351,                 0.9702,                0.26427,                0.20644,                0.84639,              0.0066142,              0.0066142,              0.0066142
                    173,                0.37255,                0.31401,                0.95313,                0.97357,                0.99432,                0.99385,                0.97043,                0.26456,                0.20848,                0.84331,              0.0065944,              0.0065944,              0.0065944
                    174,                0.38013,                0.32753,                0.95134,                0.98208,                0.98367,                0.99327,                0.96831,                0.27578,                0.21893,                0.85472,              0.0065746,              0.0065746,              0.0065746
                    175,                0.37786,                0.33095,                0.94794,                0.98188,                0.98006,                0.99312,                0.97023,                0.27836,                0.22767,                0.86499,              0.0065548,              0.0065548,              0.0065548
                    176,                0.38994,                0.31766,                0.96047,                  0.967,                0.99624,                0.99354,                0.96928,                0.27675,                 0.2182,                0.85913,               0.006535,               0.006535,               0.006535
                    177,                0.37925,                0.32236,                0.93592,                  0.978,                0.98428,                0.99361,                0.96429,                0.27681,                0.21151,                0.85103,              0.0065152,              0.0065152,              0.0065152
                    178,                0.36024,                0.30582,                 0.9568,                0.97607,                0.98597,                 0.9939,                0.97134,                0.26297,                0.20439,                0.83988,              0.0064954,              0.0064954,              0.0064954
                    179,                0.36627,                0.31586,                0.95214,                0.98971,                0.97467,                 0.9938,                0.97293,                0.26141,                0.20206,                0.84269,              0.0064756,              0.0064756,              0.0064756
                    180,                0.37252,                0.30205,                0.94774,                0.97809,                0.98379,                0.99312,                0.96907,                0.26469,                0.21235,                0.84776,              0.0064558,              0.0064558,              0.0064558
                    181,                0.34323,                0.29451,                0.94684,                0.98679,                0.97882,                0.99359,                 0.9695,                0.26871,                0.21477,                0.84776,               0.006436,               0.006436,               0.006436
                    182,                0.38805,                0.31969,                0.96901,                0.97249,                 0.9912,                0.99358,                0.96865,                0.26886,                0.21906,                0.84749,              0.0064162,              0.0064162,              0.0064162
                    183,                0.36914,                0.31741,                0.95059,                0.97703,                0.97949,                0.99327,                0.96849,                 0.2708,                0.22299,                0.85335,              0.0063964,              0.0063964,              0.0063964
                    184,                0.37071,                0.30637,                0.95567,                0.96655,                0.99137,                0.99335,                0.96943,                0.26916,                0.21691,                0.85425,              0.0063766,              0.0063766,              0.0063766
                    185,                0.37919,                  0.306,                0.94481,                0.96274,                0.99723,                0.99334,                0.97236,                 0.2699,                0.21424,                0.85784,              0.0063568,              0.0063568,              0.0063568
                    186,                0.36885,                0.30694,                0.95377,                 0.9613,                0.99867,                0.99338,                0.97201,                0.27266,                0.21105,                0.86008,               0.006337,               0.006337,               0.006337
                    187,                  0.358,                0.29821,                0.96061,                0.99408,                0.96985,                0.99351,                0.96916,                0.27496,                0.20982,                0.86187,              0.0063172,              0.0063172,              0.0063172
                    188,                0.38966,                0.31017,                0.96688,                0.97975,                0.97936,                0.99351,                0.96936,                0.26425,                0.20717,                0.85314,              0.0062974,              0.0062974,              0.0062974
                    189,                0.36214,                0.30732,                0.95211,                0.99298,                0.96422,                0.99292,                0.96967,                0.26414,                0.20817,                 0.8477,              0.0062776,              0.0062776,              0.0062776
                    190,                  0.381,                0.32492,                0.95863,                0.96479,                0.98695,                0.99264,                0.97314,                 0.2771,                0.21863,                0.86853,              0.0062578,              0.0062578,              0.0062578
                    191,                0.37036,                0.30419,                0.95413,                0.98036,                0.98148,                0.99306,                0.97296,                0.25562,                0.20603,                0.84916,               0.006238,               0.006238,               0.006238
                    192,                0.36941,                0.29764,                0.95882,                0.97365,                0.98874,                0.99313,                0.97396,                0.26219,                0.20803,                 0.8524,              0.0062182,              0.0062182,              0.0062182
                    193,                0.36452,                0.30361,                   0.96,                  0.995,                0.96556,                0.99307,                 0.9723,                0.26275,                0.20536,                0.85134,              0.0061984,              0.0061984,              0.0061984
                    194,                0.37448,                0.30423,                0.95179,                0.98756,                0.96997,                0.99338,                0.97166,                0.26438,                0.20318,                 0.8517,              0.0061786,              0.0061786,              0.0061786
                    195,                0.37252,                0.29147,                0.96167,                0.98755,                 0.9703,                0.99339,                0.97474,                0.25906,                0.20917,                0.84456,              0.0061588,              0.0061588,              0.0061588
                    196,                0.37697,                 0.3051,                0.95266,                  0.988,                0.97522,                0.99312,                0.97273,                0.25795,                0.21865,                0.84249,               0.006139,               0.006139,               0.006139
                    197,                0.35435,                0.29191,                0.94965,                0.99264,                 0.9713,                 0.9931,                0.97425,                0.25257,                0.20517,                0.84251,              0.0061192,              0.0061192,              0.0061192
                    198,                 0.3736,                0.29738,                0.95572,                0.99006,                0.96773,                0.99297,                0.97213,                   0.25,                0.20667,                0.83922,              0.0060994,              0.0060994,              0.0060994
                    199,                0.35246,                0.29559,                0.94419,                0.99733,                0.97429,                0.99384,                0.97224,                0.26007,                0.21091,                 0.8492,              0.0060796,              0.0060796,              0.0060796
                    200,                0.36608,                0.29955,                0.95364,                 0.9882,                0.98347,                 0.9941,                0.97527,                0.24898,                0.20166,                0.84412,              0.0060598,              0.0060598,              0.0060598
                    201,                 0.3491,                0.30867,                0.94647,                0.99306,                0.97942,                0.99401,                0.97302,                0.24795,                0.20649,                0.84534,                0.00604,                0.00604,                0.00604
                    202,                0.36006,                0.29691,                0.95965,                0.99427,                 0.9754,                0.99355,                0.97231,                0.24553,                0.20362,                0.84088,              0.0060202,              0.0060202,              0.0060202
                    203,                0.36232,                0.30935,                0.95612,                0.99445,                0.97098,                0.99304,                0.97229,                0.24476,                0.20964,                0.83866,              0.0060004,              0.0060004,              0.0060004
                    204,                0.35586,                0.29313,                0.94288,                0.99405,                0.96801,                0.99317,                0.97374,                0.25326,                0.20485,                0.84114,              0.0059806,              0.0059806,              0.0059806
                    205,                0.36506,                0.30844,                0.95013,                0.99419,                0.96815,                0.99362,                0.97103,                0.25956,                0.21101,                0.84938,              0.0059608,              0.0059608,              0.0059608
                    206,                0.36915,                0.30104,                0.96141,                0.99341,                 0.9671,                0.99327,                0.96995,                 0.2553,                0.20832,                0.84415,               0.005941,               0.005941,               0.005941
                    207,                0.36136,                0.28327,                0.95253,                0.99445,                0.96796,                0.99337,                0.97064,                0.26097,                0.20758,                0.84658,              0.0059212,              0.0059212,              0.0059212
                    208,                0.35964,                0.29702,                0.95244,                0.99014,                0.96977,                0.99261,                0.96793,                0.25782,                0.20897,                0.84362,              0.0059014,              0.0059014,              0.0059014
                    209,                0.34584,                0.29425,                0.93125,                0.98704,                0.96805,                0.99235,                0.97112,                0.25447,                0.20997,                 0.8396,              0.0058816,              0.0058816,              0.0058816
                    210,                0.35629,                0.28704,                0.94427,                0.98833,                0.96345,                0.99212,                0.97237,                0.25281,                0.20912,                0.84078,              0.0058618,              0.0058618,              0.0058618
                    211,                0.34654,                0.30052,                0.94663,                0.96757,                0.98692,                0.99266,                0.97234,                0.25464,                0.19928,                 0.8411,               0.005842,               0.005842,               0.005842
                    212,                0.36559,                0.30685,                0.94582,                 0.9878,                0.97282,                0.99316,                0.97539,                0.25349,                0.20152,                0.84049,              0.0058222,              0.0058222,              0.0058222
                    213,                0.35559,                0.30368,                0.94211,                0.99437,                0.96154,                0.99331,                 0.9749,                0.24614,                0.19864,                0.83522,              0.0058024,              0.0058024,              0.0058024
                    214,                 0.3347,                 0.2724,                0.93789,                0.99489,                0.96457,                0.99323,                0.97507,                0.24189,                0.20043,                0.83157,              0.0057826,              0.0057826,              0.0057826
                    215,                0.34566,                0.28843,                0.94383,                0.99843,                0.96872,                0.99335,                 0.9689,                0.25516,                0.20433,                0.83974,              0.0057628,              0.0057628,              0.0057628
                    216,                0.35264,                0.29809,                 0.9397,                0.99477,                0.96803,                0.99343,                0.97328,                0.26084,                0.21279,                0.85087,               0.005743,               0.005743,               0.005743
                    217,                0.34013,                 0.2764,                0.93189,                0.98879,                0.97192,                 0.9933,                0.96994,                0.25178,                0.20237,                0.84222,              0.0057232,              0.0057232,              0.0057232
                    218,                0.36031,                0.28853,                 0.9361,                0.99732,                0.96615,                0.99336,                0.97269,                0.25041,                0.20278,                0.84084,              0.0057034,              0.0057034,              0.0057034
                    219,                0.35082,                0.28488,                 0.9467,                0.99379,                0.97123,                 0.9937,                 0.9738,                0.25263,                0.20229,                 0.8485,              0.0056836,              0.0056836,              0.0056836
                    220,                0.35045,                0.28936,                 0.9413,                0.98935,                0.97774,                0.99365,                0.97148,                0.25392,                0.19949,                0.84588,              0.0056638,              0.0056638,              0.0056638
                    221,                0.35817,                 0.3095,                0.95533,                0.97658,                0.98822,                0.99368,                0.97345,                0.25011,                0.19989,                0.83942,               0.005644,               0.005644,               0.005644
                    222,                0.34523,                0.29999,                0.94407,                0.97281,                0.99312,                0.99374,                0.97281,                0.24965,                0.19945,                 0.8391,              0.0056242,              0.0056242,              0.0056242
                    223,                0.34956,                0.29543,                0.94307,                0.97827,                0.98522,                0.99365,                0.97014,                0.24766,                0.19582,                  0.835,              0.0056044,              0.0056044,              0.0056044
                    224,                0.34199,                 0.2893,                0.94717,                0.99518,                0.96922,                0.99372,                0.97039,                0.24737,                0.19844,                0.83639,              0.0055846,              0.0055846,              0.0055846
                    225,                0.33212,                0.27771,                0.94185,                 0.9864,                0.97961,                 0.9934,                 0.9752,                0.24317,                0.19114,                0.83751,              0.0055648,              0.0055648,              0.0055648
                    226,                0.33541,                0.27602,                0.94764,                0.98178,                0.97588,                0.99319,                0.97838,                0.24272,                0.19247,                  0.837,               0.005545,               0.005545,               0.005545
                    227,                0.34536,                0.28612,                0.94758,                0.98573,                0.97887,                0.99323,                0.97653,                0.24559,                0.19448,                0.83896,              0.0055252,              0.0055252,              0.0055252
                    228,                 0.3404,                0.27172,                0.94308,                 0.9855,                0.98501,                0.99341,                0.97779,                0.23958,                0.18876,                0.83089,              0.0055054,              0.0055054,              0.0055054
                    229,                0.34458,                0.28187,                0.93242,                0.98446,                0.98192,                0.99344,                0.97627,                0.24411,                0.19673,                0.83601,              0.0054856,              0.0054856,              0.0054856
                    230,                0.33599,                0.27611,                0.93497,                0.98007,                0.98278,                0.99354,                0.97418,                0.24994,                 0.1975,                0.84038,              0.0054658,              0.0054658,              0.0054658
                    231,                0.33753,                0.27493,                0.94192,                0.99198,                0.97604,                0.99357,                0.97388,                0.24581,                0.19416,                0.83697,               0.005446,               0.005446,               0.005446
                    232,                 0.3388,                 0.2839,                0.93862,                0.99663,                0.97195,                0.99336,                0.97654,                0.24277,                0.19295,                0.83506,              0.0054262,              0.0054262,              0.0054262
                    233,                0.33672,                 0.2816,                0.93687,                0.99269,                0.97182,                0.99335,                0.97561,                0.24461,                0.19264,                 0.8364,              0.0054064,              0.0054064,              0.0054064
                    234,                0.33853,                 0.2909,                0.93606,                0.98621,                0.97585,                0.99296,                0.97641,                0.24526,                0.19169,                0.83761,              0.0053866,              0.0053866,              0.0053866
                    235,                0.33566,                0.26782,                0.93668,                 0.9902,                 0.9666,                0.99319,                 0.9776,                0.24175,                0.18896,                0.83559,              0.0053668,              0.0053668,              0.0053668
                    236,                0.34008,                0.28446,                0.94784,                0.96326,                0.99402,                0.99315,                0.97788,                0.23963,                 0.1887,                0.83214,               0.005347,               0.005347,               0.005347
                    237,                0.33784,                0.27204,                0.92429,                0.99643,                0.96239,                0.99288,                0.97683,                0.23911,                0.18666,                0.83133,              0.0053272,              0.0053272,              0.0053272
                    238,                0.32714,                0.26438,                0.93377,                0.99295,                0.96574,                0.99299,                0.97363,                0.24698,                0.19261,                0.83914,              0.0053074,              0.0053074,              0.0053074
                    239,                0.34433,                0.28971,                0.94104,                0.98062,                0.97546,                0.99305,                0.97624,                0.24622,                0.19267,                0.83485,              0.0052876,              0.0052876,              0.0052876
                    240,                0.33949,                0.26786,                0.94088,                0.96555,                0.99319,                0.99258,                0.97825,                0.24003,                0.19259,                0.83068,              0.0052678,              0.0052678,              0.0052678
                    241,                 0.3373,                0.26858,                0.93645,                 0.9703,                0.98688,                0.99285,                0.97816,                0.23576,                0.19346,                0.82858,               0.005248,               0.005248,               0.005248
                    242,                0.34338,                0.28124,                0.94583,                0.99227,                0.97293,                0.99332,                0.97571,                0.23929,                0.19322,                0.83088,              0.0052282,              0.0052282,              0.0052282
                    243,                0.33569,                0.27485,                0.94581,                0.96715,                0.99644,                0.99321,                0.97718,                0.24927,                0.19369,                0.83561,              0.0052084,              0.0052084,              0.0052084
                    244,                0.33624,                0.26781,                0.93594,                0.98071,                0.98193,                 0.9936,                0.97857,                0.24549,                0.19549,                 0.8353,              0.0051886,              0.0051886,              0.0051886
                    245,                0.32526,                0.26822,                0.93044,                0.98075,                0.98501,                0.99362,                0.97713,                0.23546,                0.18779,                0.82805,              0.0051688,              0.0051688,              0.0051688
                    246,                 0.3192,                0.26226,                0.93342,                0.99346,                0.97803,                0.99366,                0.98076,                0.22853,                0.17928,                0.82253,               0.005149,               0.005149,               0.005149
                    247,                0.32979,                0.27308,                0.92729,                0.99337,                0.97701,                0.99373,                0.97765,                0.23012,                 0.1779,                0.82231,              0.0051292,              0.0051292,              0.0051292
                    248,                0.33996,                0.27918,                0.93359,                0.99382,                0.97449,                0.99378,                 0.9743,                0.23593,                0.18122,                0.82808,              0.0051094,              0.0051094,              0.0051094
                    249,                0.32159,                0.27681,                0.92666,                0.99124,                0.97429,                0.99319,                0.97695,                0.23884,                 0.1844,                0.83361,              0.0050896,              0.0050896,              0.0050896
                    250,                 0.3242,                0.26434,                0.92929,                0.99187,                0.97513,                0.99354,                0.97645,                 0.2371,                0.18596,                0.83448,              0.0050698,              0.0050698,              0.0050698
                    251,                0.32676,                0.26951,                0.93104,                0.97202,                0.99439,                0.99379,                0.97796,                0.23106,                0.18496,                0.83204,                0.00505,                0.00505,                0.00505
                    252,                0.32986,                0.26117,                0.93287,                0.99001,                0.97346,                0.99356,                0.97801,                0.22948,                0.18427,                0.83076,              0.0050302,              0.0050302,              0.0050302
                    253,                  0.325,                0.26079,                0.92436,                0.99566,                0.97518,                0.99368,                0.97975,                0.23656,                0.18693,                0.83548,              0.0050104,              0.0050104,              0.0050104
                    254,                0.32919,                0.27119,                0.91464,                0.99654,                0.97008,                0.99356,                 0.9778,                0.22931,                 0.1841,                0.83015,              0.0049906,              0.0049906,              0.0049906
                    255,                 0.3302,                0.26143,                0.92491,                0.99706,                0.96918,                0.99341,                0.98072,                0.23152,                0.18524,                0.82989,              0.0049708,              0.0049708,              0.0049708
                    256,                0.32824,                 0.2689,                0.92517,                0.97721,                0.98728,                0.99349,                0.97815,                0.23116,                0.18644,                0.83169,               0.004951,               0.004951,               0.004951
                    257,                0.32834,                0.26269,                0.93853,                0.99588,                0.96754,                0.99343,                0.97681,                0.23153,                0.18587,                0.83326,              0.0049312,              0.0049312,              0.0049312
                    258,                0.32521,                0.25918,                0.92758,                 0.9947,                0.97205,                0.99349,                0.98037,                 0.2321,                0.18632,                0.83342,              0.0049114,              0.0049114,              0.0049114
                    259,                0.31632,                0.27861,                0.93491,                0.99388,                0.96616,                0.99285,                0.97934,                0.23257,                 0.1857,                0.83109,              0.0048916,              0.0048916,              0.0048916
                    260,                0.31905,                0.27014,                0.92163,                0.98607,                0.97393,                0.99297,                0.98147,                0.22699,                0.18633,                0.82707,              0.0048718,              0.0048718,              0.0048718
                    261,                0.32192,                0.26145,                0.92024,                0.99021,                0.96501,                0.99268,                0.98028,                0.22949,                0.19753,                0.82973,               0.004852,               0.004852,               0.004852
                    262,                 0.3324,                 0.2769,                 0.9371,                 0.9942,                0.96334,                0.99302,                0.97606,                0.23686,                0.21606,                0.84119,              0.0048322,              0.0048322,              0.0048322
                    263,                 0.3251,                0.26358,                0.93842,                0.98351,                0.98304,                0.99396,                0.97517,                0.23428,                0.18971,                0.83373,              0.0048124,              0.0048124,              0.0048124
                    264,                0.32928,                0.26909,                0.94148,                0.99354,                0.97156,                0.99365,                0.97549,                0.24387,                0.18925,                0.83822,              0.0047926,              0.0047926,              0.0047926
                    265,                0.31446,                0.25283,                0.92004,                0.98872,                 0.9738,                0.99331,                0.97734,                0.23994,                0.18505,                0.83473,              0.0047728,              0.0047728,              0.0047728
                    266,                0.31616,                0.25311,                0.92353,                0.98836,                0.97469,                 0.9933,                0.97983,                0.23894,                0.18511,                0.83331,               0.004753,               0.004753,               0.004753
                    267,                0.31464,                0.26911,                0.93542,                0.98231,                0.97977,                0.99346,                0.97941,                0.23423,                0.18508,                0.82756,              0.0047332,              0.0047332,              0.0047332
                    268,                0.30746,                0.26401,                0.92652,                0.98356,                0.98144,                0.99355,                0.97774,                0.23099,                0.18376,                0.82202,              0.0047134,              0.0047134,              0.0047134
                    269,                0.33061,                0.26588,                0.93158,                0.98921,                0.97492,                0.99362,                0.97915,                0.22692,                0.18334,                0.82099,              0.0046936,              0.0046936,              0.0046936
                    270,                  0.326,                0.26541,                0.92648,                0.97507,                0.98809,                0.99349,                0.98144,                0.22263,                0.18793,                0.82225,              0.0046738,              0.0046738,              0.0046738
                    271,                0.30241,                0.24672,                  0.918,                 0.9892,                0.97281,                0.99354,                0.98028,                0.22849,                0.18801,                0.82848,               0.004654,               0.004654,               0.004654
                    272,                0.31663,                0.26637,                0.92289,                0.98772,                0.97134,                0.99373,                0.98186,                0.22838,                0.18766,                0.82794,              0.0046342,              0.0046342,              0.0046342
                    273,                0.31122,                0.26358,                0.92504,                0.98517,                0.97835,                 0.9937,                0.98129,                0.22966,                0.18256,                0.82851,              0.0046144,              0.0046144,              0.0046144
                    274,                 0.3059,                0.25454,                 0.9185,                0.99321,                0.97196,                0.99356,                0.98281,                0.23043,                0.18138,                0.82647,              0.0045946,              0.0045946,              0.0045946
                    275,                0.31909,                0.25522,                0.92368,                0.99428,                  0.972,                0.99368,                 0.9809,                0.22871,                0.17648,                0.82473,              0.0045748,              0.0045748,              0.0045748
                    276,                0.31426,                0.25303,                0.92668,                 0.9712,                0.99753,                0.99382,                 0.9793,                0.22444,                0.17842,                0.82232,               0.004555,               0.004555,               0.004555
                    277,                0.30248,                0.24592,                0.91898,                0.97989,                0.98622,                0.99371,                0.98261,                0.22781,                0.17868,                0.82558,              0.0045352,              0.0045352,              0.0045352
                    278,                 0.2976,                0.24699,                0.90863,                0.99721,                0.96943,                0.99364,                0.98264,                0.22976,                0.17953,                0.82719,              0.0045154,              0.0045154,              0.0045154
                    279,                0.31961,                0.24389,                0.92837,                0.99506,                  0.969,                0.99349,                0.97979,                0.22879,                0.18316,                0.82984,              0.0044956,              0.0044956,              0.0044956
                    280,                0.31094,                0.24401,                0.92162,                0.98908,                0.96816,                0.99338,                0.98169,                0.22856,                0.18049,                0.82903,              0.0044758,              0.0044758,              0.0044758
                    281,                0.30717,                0.24808,                0.92087,                0.98749,                0.97433,                0.99366,                0.98117,                0.23295,                0.18307,                0.83205,               0.004456,               0.004456,               0.004456
                    282,                0.31245,                0.25219,                 0.9325,                0.99351,                0.97524,                0.99355,                0.98335,                0.22732,                0.17957,                0.82923,              0.0044362,              0.0044362,              0.0044362
                    283,                0.30265,                0.24805,                0.91858,                0.98624,                0.98013,                0.99382,                0.98099,                0.22379,                0.17462,                0.82412,              0.0044164,              0.0044164,              0.0044164
                    284,                0.30261,                0.25183,                0.92283,                0.99531,                0.97156,                0.99376,                0.98062,                0.22531,                0.17467,                0.82171,              0.0043966,              0.0043966,              0.0043966
                    285,                0.30684,                0.24776,                0.92777,                0.99497,                0.97269,                0.99348,                0.98015,                0.22336,                0.17615,                0.82131,              0.0043768,              0.0043768,              0.0043768
                    286,                0.30787,                0.25298,                0.92315,                0.98524,                0.97588,                 0.9936,                0.98096,                0.21976,                0.17243,                0.81977,               0.004357,               0.004357,               0.004357
                    287,                0.29939,                0.24024,                0.92745,                0.97907,                0.98398,                0.99383,                0.98133,                0.22768,                0.17743,                0.82598,              0.0043372,              0.0043372,              0.0043372
                    288,                 0.3007,                0.25593,                0.92012,                0.97546,                0.98962,                0.99368,                0.98253,                0.22568,                0.17443,                 0.8254,              0.0043174,              0.0043174,              0.0043174
                    289,                 0.3048,                0.24801,                0.92271,                0.98189,                0.97837,                0.99358,                0.98303,                 0.2219,                0.17649,                 0.8232,              0.0042976,              0.0042976,              0.0042976
                    290,                0.30836,                0.25028,                 0.9293,                0.99012,                0.97584,                0.99365,                0.98087,                0.22632,                  0.182,                0.82538,              0.0042778,              0.0042778,              0.0042778
                    291,                0.30237,                0.24092,                0.92278,                0.97844,                0.99083,                0.99385,                0.98037,                0.23443,                  0.183,                0.82952,               0.004258,               0.004258,               0.004258
                    292,                0.29919,                0.25147,                0.91856,                0.96981,                0.99457,                0.99386,                0.98264,                0.22338,                0.18033,                0.82266,              0.0042382,              0.0042382,              0.0042382
                    293,                0.31149,                0.24524,                0.92746,                0.96976,                0.99369,                0.99346,                0.98184,                0.22242,                0.18019,                0.82006,              0.0042184,              0.0042184,              0.0042184
                    294,                0.30825,                0.25306,                0.92003,                 0.9793,                0.98729,                0.99365,                0.98248,                0.22302,                0.17575,                0.82004,              0.0041986,              0.0041986,              0.0041986
                    295,                 0.3012,                0.24756,                0.91632,                0.98257,                 0.9824,                0.99339,                0.98173,                0.21553,                0.17151,                0.81608,              0.0041788,              0.0041788,              0.0041788
                    296,                0.30511,                0.24309,                0.92885,                0.98498,                0.97961,                0.99362,                0.98311,                0.21268,                0.16771,                0.81419,               0.004159,               0.004159,               0.004159
                    297,                0.30228,                0.25669,                0.91249,                0.98448,                0.97836,                0.99356,                0.98358,                0.21553,                 0.1731,                0.81483,              0.0041392,              0.0041392,              0.0041392
                    298,                0.29054,                0.24112,                0.91785,                  0.993,                0.97484,                0.99352,                0.98481,                0.21271,                0.16953,                0.81334,              0.0041194,              0.0041194,              0.0041194
                    299,                0.30438,                 0.2593,                0.91905,                0.98318,                0.98085,                0.99374,                 0.9825,                0.21886,                0.17475,                0.81608,              0.0040996,              0.0040996,              0.0040996
                    300,                0.30772,                0.24833,                0.91139,                0.97381,                0.99278,                0.99395,                 0.9818,                0.21573,                0.17213,                0.81465,              0.0040798,              0.0040798,              0.0040798
                    301,                0.29088,                0.23222,                0.91468,                0.97609,                0.99031,                0.99375,                0.98226,                0.21665,                0.17294,                0.81693,                0.00406,                0.00406,                0.00406
                    302,                0.29769,                0.24088,                0.91799,                0.98444,                0.97842,                0.99357,                0.98247,                 0.2221,                0.17545,                0.82073,              0.0040402,              0.0040402,              0.0040402
                    303,                0.30121,                0.25406,                0.91218,                0.97499,                0.99545,                0.99405,                0.98143,                0.22415,                0.17417,                0.82217,              0.0040204,              0.0040204,              0.0040204
                    304,                0.30285,                0.24081,                0.91511,                0.97315,                 0.9911,                0.99391,                 0.9822,                0.21983,                0.17089,                0.82122,              0.0040006,              0.0040006,              0.0040006
                    305,                0.30858,                0.24007,                0.91942,                0.97846,                0.98712,                0.99383,                 0.9825,                0.22216,                0.17339,                0.82242,              0.0039808,              0.0039808,              0.0039808
                    306,                0.30339,                0.25708,                0.91627,                0.99533,                0.97231,                0.99385,                0.98064,                0.22123,                0.17137,                0.82344,               0.003961,               0.003961,               0.003961
                    307,                0.29242,                0.23566,                0.90149,                0.96519,                0.99722,                0.99368,                0.98171,                0.21443,                0.17183,                0.81709,              0.0039412,              0.0039412,              0.0039412
                    308,                0.29009,                0.24312,                0.90422,                 0.9689,                0.99597,                0.99384,                0.98324,                0.21775,                0.17209,                0.81826,              0.0039214,              0.0039214,              0.0039214
                    309,                0.30887,                0.25354,                0.92702,                0.98271,                0.98256,                0.99387,                 0.9843,                0.21554,                0.17065,                0.81697,              0.0039016,              0.0039016,              0.0039016
                    310,                0.28997,                0.23749,                0.91096,                0.96911,                      1,                0.99384,                 0.9838,                0.21566,                0.16932,                 0.8188,              0.0038818,              0.0038818,              0.0038818
                    311,                0.29099,                0.23506,                0.90508,                0.97476,                 0.9927,                0.99392,                0.98305,                0.21564,                0.17172,                0.81762,               0.003862,               0.003862,               0.003862
                    312,                0.29096,                0.23034,                0.91844,                0.96888,                0.99453,                0.99401,                0.98235,                0.21665,                0.17221,                0.81741,              0.0038422,              0.0038422,              0.0038422
                    313,                0.30038,                0.24576,                0.92257,                0.97608,                0.99234,                0.99398,                0.98277,                0.21707,                0.17057,                0.81966,              0.0038224,              0.0038224,              0.0038224
                    314,                0.29117,                0.22987,                0.92298,                0.97462,                0.99061,                0.99385,                0.98186,                0.21549,                0.17303,                0.81757,              0.0038026,              0.0038026,              0.0038026
                    315,                0.28232,                0.22167,                0.91414,                0.97808,                0.98814,                0.99394,                0.98296,                0.21026,                0.17187,                0.81481,              0.0037828,              0.0037828,              0.0037828
