                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                0.65792,                0.67898,                 1.1412,                0.92627,                0.92558,                0.97806,                0.86239,                 0.5699,                0.56572,                 1.1644,               0.008911,               0.008911,               0.008911
                     13,                0.63444,                0.66416,                 1.1302,                0.86753,                0.91995,                 0.9603,                0.80847,                0.63627,                0.65217,                 1.2105,               0.008812,               0.008812,               0.008812
                     14,                0.62421,                0.63832,                 1.1046,                 0.9204,                0.95675,                0.96861,                0.84995,                0.55454,                0.56021,                 1.1265,               0.008713,               0.008713,               0.008713
                     15,                0.64541,                0.62434,                 1.1209,                0.85753,                0.91682,                0.94538,                0.77581,                0.72124,                0.71216,                 1.3703,               0.008614,               0.008614,               0.008614
                     16,                0.64151,                0.63004,                 1.1159,                0.88986,                0.92205,                0.96891,                0.86371,                0.52352,                0.54814,                 1.0972,               0.008515,               0.008515,               0.008515
                     17,                0.61325,                  0.622,                 1.0947,                0.90999,                0.96838,                0.97972,                 0.8661,                0.55408,                0.52286,                 1.1292,               0.008416,               0.008416,               0.008416
                     18,                0.60962,                0.60372,                 1.0959,                0.88833,                0.91761,                0.97431,                 0.8688,                0.51778,                0.54492,                 1.1074,               0.008317,               0.008317,               0.008317
                     19,                0.59248,                0.59586,                 1.0894,                0.96213,                0.96882,                0.98902,                 0.9007,                 0.4609,                0.41541,                  1.033,               0.008218,               0.008218,               0.008218
                     20,                 0.5997,                0.56978,                 1.0971,                 0.9504,                0.93846,                0.98355,                0.90504,                0.44145,                0.41384,                 1.0105,               0.008119,               0.008119,               0.008119
                     21,                0.58858,                0.60098,                 1.0919,                0.94998,                0.91963,                0.98227,                0.88031,                0.48486,                0.45694,                 1.0508,                0.00802,                0.00802,                0.00802
                     22,                0.58088,                0.54707,                 1.0792,                0.93551,                0.91989,                0.97763,                0.89454,                0.46711,                0.47527,                 1.0349,               0.007921,               0.007921,               0.007921
                     23,                0.58205,                0.58259,                 1.0954,                0.91833,                0.94709,                0.98105,                0.87514,                0.52968,                0.47616,                 1.1036,               0.007822,               0.007822,               0.007822
                     24,                0.57297,                 0.5321,                 1.0578,                0.94523,                 0.9509,                0.98191,                0.89868,                0.45401,                0.41908,                 1.0286,               0.007723,               0.007723,               0.007723
                     25,                 0.5455,                0.51143,                 1.0654,                0.94508,                0.92767,                 0.9827,                0.88403,                0.50074,                0.51696,                  1.088,               0.007624,               0.007624,               0.007624
                     26,                0.57259,                0.53739,                 1.0767,                0.95095,                0.95524,                0.98541,                0.89775,                 0.4641,                0.41391,                 1.0452,               0.007525,               0.007525,               0.007525
                     27,                0.58095,                0.54093,                 1.0651,                0.94479,                0.95903,                0.97571,                0.87999,                0.48108,                0.42599,                 1.0523,               0.007426,               0.007426,               0.007426
                     28,                0.56435,                0.53651,                   1.07,                0.88828,                0.94664,                0.97005,                0.88166,                0.47769,                0.48477,                 1.0492,               0.007327,               0.007327,               0.007327
                     29,                0.56665,                0.52652,                 1.0768,                0.92725,                0.93164,                0.98252,                0.89507,                 0.4493,                0.44542,                 1.0178,               0.007228,               0.007228,               0.007228
                     30,                0.55866,                0.51636,                 1.0502,                0.96152,                0.94182,                0.98837,                0.90041,                0.44211,                0.38408,                 1.0176,               0.007129,               0.007129,               0.007129
                     31,                 0.5538,                0.51372,                 1.0564,                0.95775,                0.98156,                0.99059,                 0.9144,                0.44642,                 0.3597,                 1.0054,                0.00703,                0.00703,                0.00703
                     32,                0.51813,                0.49226,                 1.0372,                0.95884,                0.98237,                0.98907,                0.92044,                0.41171,                0.34826,                0.97664,               0.006931,               0.006931,               0.006931
                     33,                0.53722,                0.50542,                 1.0611,                0.98514,                0.97409,                0.99188,                0.93264,                0.40026,                0.32676,                0.97942,               0.006832,               0.006832,               0.006832
                     34,                0.52353,                0.47949,                 1.0489,                0.94024,                0.98301,                0.98574,                0.91479,                0.41815,                0.37343,                0.99144,               0.006733,               0.006733,               0.006733
                     35,                0.51844,                0.46551,                 1.0434,                0.95994,                0.98013,                0.99165,                0.92691,                0.40269,                0.33945,                0.96841,               0.006634,               0.006634,               0.006634
                     36,                0.54652,                0.49901,                 1.0586,                0.96505,                0.96057,                0.99033,                0.92034,                0.41254,                0.36279,                0.98533,               0.006535,               0.006535,               0.006535
                     37,                0.51944,                0.47205,                 1.0348,                0.94971,                0.99457,                0.99086,                0.91899,                0.41415,                0.33849,                0.98465,               0.006436,               0.006436,               0.006436
                     38,                0.54218,                0.51459,                 1.0432,                0.96877,                0.98408,                0.99258,                0.92139,                0.42055,                0.36096,                0.99187,               0.006337,               0.006337,               0.006337
                     39,                0.51876,                0.47536,                 1.0371,                0.97219,                0.95699,                0.99125,                0.92533,                0.38342,                0.36798,                0.95651,               0.006238,               0.006238,               0.006238
                     40,                0.50584,                0.45784,                 1.0384,                0.98106,                0.97238,                0.99081,                0.93089,                0.38868,                0.32357,                0.95373,               0.006139,               0.006139,               0.006139
                     41,                0.48778,                0.44659,                 1.0252,                0.96743,                  0.974,                0.98997,                0.92289,                0.39807,                 0.3327,                0.96351,                0.00604,                0.00604,                0.00604
                     42,                0.49582,                0.43814,                 1.0311,                0.96845,                0.98494,                0.99021,                0.93833,                0.36435,                0.28896,                0.92632,               0.005941,               0.005941,               0.005941
                     43,                0.51101,                0.45769,                 1.0496,                0.96797,                0.95756,                0.98763,                0.92309,                0.40387,                0.32241,                  0.974,               0.005842,               0.005842,               0.005842
                     44,                0.49211,                0.43054,                 1.0385,                0.96981,                0.96829,                0.98844,                0.92738,                0.39109,                0.31099,                0.96931,               0.005743,               0.005743,               0.005743
                     45,                0.49909,                0.45038,                 1.0253,                0.95987,                0.99429,                0.99164,                0.93275,                0.37904,                0.30321,                0.94904,               0.005644,               0.005644,               0.005644
                     46,                0.47783,                0.42479,                 1.0251,                0.95532,                0.97518,                0.98476,                0.93031,                 0.3724,                0.32429,                0.94335,               0.005545,               0.005545,               0.005545
                     47,                0.49219,                0.42796,                 1.0341,                0.96397,                0.99633,                0.98779,                0.93579,                0.34521,                0.27697,                 0.9093,               0.005446,               0.005446,               0.005446
                     48,                0.50456,                0.45451,                 1.0256,                0.97251,                0.96588,                0.99056,                0.94291,                0.34678,                0.28921,                0.91574,               0.005347,               0.005347,               0.005347
                     49,                 0.4916,                0.43316,                 1.0183,                0.98159,                 0.9733,                0.99228,                0.94246,                0.34217,                0.28492,                0.91744,               0.005248,               0.005248,               0.005248
                     50,                0.46414,                0.42218,                 1.0124,                0.97334,                0.97851,                 0.9914,                0.94344,                0.33925,                0.28561,                0.91066,               0.005149,               0.005149,               0.005149
                     51,                0.46686,                0.40463,                 1.0062,                0.97645,                0.97418,                0.99085,                0.93936,                 0.3558,                0.28804,                0.92973,                0.00505,                0.00505,                0.00505
                     52,                  0.458,                 0.3963,                 1.0078,                0.96554,                0.98581,                0.99302,                0.94018,                0.35537,                0.28969,                0.93242,               0.004951,               0.004951,               0.004951
                     53,                0.44421,                0.39621,                 1.0044,                0.97685,                 0.9725,                0.99118,                0.94672,                0.34038,                0.27799,                0.91238,               0.004852,               0.004852,               0.004852
                     54,                0.44721,                0.40597,                 0.9931,                0.96109,                0.99418,                 0.9925,                0.94641,                 0.3301,                0.25962,                0.90208,               0.004753,               0.004753,               0.004753
                     55,                0.43573,                0.37837,                0.99981,                0.97303,                0.97837,                0.99258,                0.95185,                0.33535,                0.28938,                0.90438,               0.004654,               0.004654,               0.004654
                     56,                0.44323,                0.38901,                0.99964,                0.98714,                 0.9751,                0.99278,                0.95369,                0.31991,                0.26233,                0.89315,               0.004555,               0.004555,               0.004555
                     57,                  0.433,                 0.3759,                0.98056,                0.98384,                0.97357,                0.99348,                0.95425,                 0.3212,                0.26376,                0.89851,               0.004456,               0.004456,               0.004456
                     58,                0.45368,                0.39662,                      1,                0.99794,                0.96689,                0.99375,                0.95044,                0.32438,                0.26015,                0.89636,               0.004357,               0.004357,               0.004357
                     59,                0.41951,                0.36583,                0.99155,                0.98624,                0.96459,                 0.9924,                0.95024,                0.33046,                0.27147,                0.90504,               0.004258,               0.004258,               0.004258
                     60,                0.43769,                0.37481,                0.99269,                0.98484,                0.96984,                0.99265,                0.95656,                0.31441,                0.25788,                0.88686,               0.004159,               0.004159,               0.004159
                     61,                0.42652,                0.36307,                0.99117,                0.97583,                0.97947,                0.99276,                0.96292,                0.30283,                0.26267,                0.87714,                0.00406,                0.00406,                0.00406
                     62,                0.41286,                0.34953,                0.97589,                0.96821,                0.99374,                0.99338,                0.96322,                 0.3002,                 0.2458,                0.87354,               0.003961,               0.003961,               0.003961
                     63,                0.42495,                0.35135,                0.99068,                0.98929,                0.97462,                0.99387,                0.96257,                0.30011,                0.23442,                0.87366,               0.003862,               0.003862,               0.003862
                     64,                0.41885,                0.34474,                0.97869,                0.97431,                0.98075,                0.99377,                 0.9606,                0.30406,                0.25151,                 0.8803,               0.003763,               0.003763,               0.003763
                     65,                0.41879,                0.33803,                0.99702,                0.97062,                0.99626,                0.99341,                0.96306,                0.29753,                 0.2319,                0.87646,               0.003664,               0.003664,               0.003664
                     66,                0.41088,                0.33973,                0.98725,                0.98808,                0.97487,                0.99308,                0.96043,                0.29814,                0.23944,                0.87681,               0.003565,               0.003565,               0.003565
                     67,                0.40414,                0.33107,                0.97599,                0.97354,                0.98394,                0.99348,                0.95991,                0.30271,                0.24464,                0.88347,               0.003466,               0.003466,               0.003466
                     68,                0.40226,                0.33092,                0.98034,                0.97578,                0.98589,                0.99333,                0.95808,                0.30809,                0.23838,                0.88415,               0.003367,               0.003367,               0.003367
                     69,                0.39162,                0.33448,                0.98048,                0.96572,                      1,                0.99324,                0.96305,                  0.287,                0.22585,                0.87209,               0.003268,               0.003268,               0.003268
                     70,                 0.3814,                0.33993,                0.96814,                0.97758,                0.97863,                0.99325,                0.96681,                0.28385,                0.22947,                0.86528,               0.003169,               0.003169,               0.003169
                     71,                0.38852,                0.32824,                 0.9734,                0.96579,                0.98929,                0.99326,                0.96848,                0.27121,                0.21863,                0.85508,                0.00307,                0.00307,                0.00307
                     72,                0.40583,                0.33307,                0.98132,                 0.9935,                0.97099,                0.99379,                0.96861,                0.27767,                0.21602,                0.85577,               0.002971,               0.002971,               0.002971
                     73,                0.38665,                0.34425,                0.96673,                0.99488,                0.97206,                0.99397,                0.97021,                0.27424,                0.21101,                0.85383,               0.002872,               0.002872,               0.002872
                     74,                0.37851,                0.30871,                0.95072,                 0.9815,                0.98845,                0.99369,                0.97224,                0.27052,                0.21466,                0.85367,               0.002773,               0.002773,               0.002773
                     75,                0.36628,                 0.3033,                0.95357,                0.97994,                0.99358,                0.99394,                0.96747,                0.28349,                 0.2115,                0.85994,               0.002674,               0.002674,               0.002674
                     76,                0.38157,                0.32029,                0.96391,                0.98043,                0.98995,                0.99391,                0.97122,                0.26989,                0.20486,                 0.8497,               0.002575,               0.002575,               0.002575
                     77,                0.39129,                0.31788,                0.96212,                0.98029,                0.99045,                0.99387,                0.97387,                0.26414,                0.20027,                0.84751,               0.002476,               0.002476,               0.002476
                     78,                0.38974,                0.31416,                0.97695,                0.98253,                0.98961,                  0.994,                0.97253,                0.25766,                0.19974,                0.84013,               0.002377,               0.002377,               0.002377
                     79,                0.37169,                0.30894,                 0.9591,                0.98825,                0.98354,                0.99375,                0.97119,                0.25992,                0.19946,                0.84154,               0.002278,               0.002278,               0.002278
                     80,                0.37205,                0.30202,                0.95686,                0.98539,                0.98095,                0.99398,                 0.9713,                0.26226,                0.20205,                0.84551,               0.002179,               0.002179,               0.002179
                     81,                0.37394,                0.30905,                0.96586,                 0.9701,                0.99068,                0.99356,                0.97291,                0.26235,                 0.2018,                0.84897,                0.00208,                0.00208,                0.00208
                     82,                0.35486,                 0.2791,                0.95273,                0.97132,                0.99161,                0.99381,                0.97551,                0.25822,                0.19572,                0.84624,               0.001981,               0.001981,               0.001981
                     83,                0.35883,                0.28067,                0.95241,                0.97821,                0.99048,                0.99369,                0.97561,                  0.253,                 0.1942,                 0.8411,               0.001882,               0.001882,               0.001882
                     84,                0.34891,                0.28087,                0.95298,                0.98651,                0.97564,                0.99352,                0.97385,                0.26006,                0.19579,                 0.8467,               0.001783,               0.001783,               0.001783
                     85,                0.35864,                0.29045,                0.94696,                0.98446,                0.98353,                0.99368,                0.97667,                0.25008,                0.19506,                0.84113,               0.001684,               0.001684,               0.001684
                     86,                 0.3351,                0.26923,                0.93925,                0.97991,                0.98489,                0.99386,                 0.9737,                0.25241,                0.19081,                0.84166,               0.001585,               0.001585,               0.001585
                     87,                0.34452,                0.28379,                0.95592,                0.99582,                0.97292,                0.99377,                0.97514,                0.25144,                0.19377,                0.84072,               0.001486,               0.001486,               0.001486
                     88,                0.32598,                 0.2687,                0.94624,                 0.9964,                0.97075,                0.99374,                0.97555,                0.24674,                0.19041,                0.83829,               0.001387,               0.001387,               0.001387
                     89,                0.34509,                0.28358,                0.95191,                 0.9914,                0.98044,                0.99391,                0.97654,                0.24423,                0.18552,                 0.8362,               0.001288,               0.001288,               0.001288
                     90,                0.34166,                0.26655,                0.95132,                0.99153,                0.98158,                0.99404,                0.97659,                0.24289,                0.18137,                0.83538,               0.001189,               0.001189,               0.001189
                     91,                0.33133,                0.27312,                0.95166,                0.99132,                0.97865,                0.99409,                0.97984,                0.23733,                0.17748,                 0.8308,                0.00109,                0.00109,                0.00109
                     92,                0.32195,                0.27855,                0.95062,                0.97396,                0.99723,                0.99384,                0.97891,                0.23581,                0.18129,                0.82893,               0.000991,               0.000991,               0.000991
                     93,                0.34756,                0.27547,                0.95303,                0.97672,                0.99644,                0.99392,                0.97903,                0.23606,                0.18076,                0.82799,               0.000892,               0.000892,               0.000892
                     94,                 0.3194,                0.24825,                0.93434,                0.97587,                0.99377,                0.99403,                 0.9793,                 0.2327,                0.17693,                0.82609,               0.000793,               0.000793,               0.000793
                     95,                0.31751,                0.25499,                0.92358,                0.99792,                0.97345,                0.99388,                0.98108,                0.22779,                0.17654,                0.82391,               0.000694,               0.000694,               0.000694
                     96,                0.32324,                0.26389,                  0.952,                0.98785,                0.97867,                0.99399,                0.98117,                0.22582,                  0.176,                0.82351,               0.000595,               0.000595,               0.000595
                     97,                0.31581,                0.24651,                0.93611,                0.98942,                0.98103,                0.99404,                0.98014,                 0.2238,                0.17582,                0.82295,               0.000496,               0.000496,               0.000496
                     98,                0.31216,                0.24277,                 0.9306,                0.99615,                0.97544,                0.99407,                0.98107,                0.22236,                0.17016,                0.82204,               0.000397,               0.000397,               0.000397
                     99,                0.31268,                0.24969,                0.93684,                0.99607,                0.97425,                0.99404,                 0.9818,                0.22175,                0.16928,                0.82166,               0.000298,               0.000298,               0.000298
